(venv) PS C:\Users\ctlab\tomoka> python training.py                                                                              
Using device: cuda
Train: 9469 images | Val: 3925 images
Loaded frozen ACNNP weights from 'baseline_acnnp_amp.pth'
  train epoch 13/20 batch 950/1184 | loss 0.002866 | elapsed 3.2 min
  train epoch 13/20 batch 1000/1184 | loss 0.002869 | elapsed 3.3 min
  train epoch 13/20 batch 1050/1184 | loss 0.002874 | elapsed 3.5 min
  train epoch 13/20 batch 1100/1184 | loss 0.002868 | elapsed 3.7 min
  train epoch 13/20 batch 1150/1184 | loss 0.002865 | elapsed 3.8 min
Epoch [13/20] LR: 3.52e-04 | Train Circle Loss: 0.002866 | Val PixelCNN Circle PSNR: 26.03 dB | Val PixelCNN Circle SSIM: 0.9789 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.04 dB @ epoch 10
  train epoch 14/20 batch 50/1184 | loss 0.002907 | elapsed 0.2 min
  train epoch 14/20 batch 100/1184 | loss 0.002882 | elapsed 0.3 min
  train epoch 14/20 batch 150/1184 | loss 0.002886 | elapsed 0.5 min
  train epoch 14/20 batch 200/1184 | loss 0.002895 | elapsed 0.7 min
  train epoch 14/20 batch 250/1184 | loss 0.002884 | elapsed 0.8 min
  train epoch 14/20 batch 300/1184 | loss 0.002867 | elapsed 1.0 min
  train epoch 14/20 batch 350/1184 | loss 0.002851 | elapsed 1.2 min
  train epoch 14/20 batch 400/1184 | loss 0.002845 | elapsed 1.3 min
  train epoch 14/20 batch 450/1184 | loss 0.002828 | elapsed 1.5 min
  train epoch 14/20 batch 500/1184 | loss 0.002827 | elapsed 1.7 min
  train epoch 14/20 batch 550/1184 | loss 0.002821 | elapsed 1.8 min
  train epoch 14/20 batch 600/1184 | loss 0.002827 | elapsed 2.0 min
  train epoch 14/20 batch 650/1184 | loss 0.002827 | elapsed 2.2 min
  train epoch 14/20 batch 700/1184 | loss 0.002832 | elapsed 2.3 min
  train epoch 14/20 batch 750/1184 | loss 0.002838 | elapsed 2.5 min
  train epoch 14/20 batch 800/1184 | loss 0.002845 | elapsed 2.7 min
  train epoch 14/20 batch 850/1184 | loss 0.002855 | elapsed 2.8 min
  train epoch 14/20 batch 900/1184 | loss 0.002857 | elapsed 3.0 min
  train epoch 14/20 batch 950/1184 | loss 0.002853 | elapsed 3.2 min
  train epoch 14/20 batch 1000/1184 | loss 0.002859 | elapsed 3.3 min
  train epoch 14/20 batch 1050/1184 | loss 0.002858 | elapsed 3.5 min
  train epoch 14/20 batch 1100/1184 | loss 0.002859 | elapsed 3.7 min
  train epoch 14/20 batch 1150/1184 | loss 0.002857 | elapsed 3.8 min
Epoch [14/20] LR: 2.80e-04 | Train Circle Loss: 0.002858 | Val PixelCNN Circle PSNR: 26.03 dB | Val PixelCNN Circle SSIM: 0.9787 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.04 dB @ epoch 10
  train epoch 15/20 batch 50/1184 | loss 0.002897 | elapsed 0.2 min
  train epoch 15/20 batch 100/1184 | loss 0.002906 | elapsed 0.3 min
  train epoch 15/20 batch 150/1184 | loss 0.002903 | elapsed 0.5 min
  train epoch 15/20 batch 200/1184 | loss 0.002866 | elapsed 0.7 min
  train epoch 15/20 batch 250/1184 | loss 0.002871 | elapsed 0.8 min
  train epoch 15/20 batch 300/1184 | loss 0.002869 | elapsed 1.0 min
  train epoch 15/20 batch 350/1184 | loss 0.002854 | elapsed 1.2 min
  train epoch 15/20 batch 400/1184 | loss 0.002842 | elapsed 1.3 min
  train epoch 15/20 batch 450/1184 | loss 0.002850 | elapsed 1.5 min
  train epoch 15/20 batch 500/1184 | loss 0.002856 | elapsed 1.7 min
  train epoch 15/20 batch 550/1184 | loss 0.002858 | elapsed 1.8 min
  train epoch 15/20 batch 600/1184 | loss 0.002846 | elapsed 2.0 min
  train epoch 15/20 batch 650/1184 | loss 0.002842 | elapsed 2.2 min
  train epoch 15/20 batch 700/1184 | loss 0.002843 | elapsed 2.3 min
  train epoch 15/20 batch 750/1184 | loss 0.002852 | elapsed 2.5 min
  train epoch 15/20 batch 800/1184 | loss 0.002843 | elapsed 2.7 min
  train epoch 15/20 batch 850/1184 | loss 0.002841 | elapsed 2.8 min
  train epoch 15/20 batch 900/1184 | loss 0.002846 | elapsed 3.0 min
  train epoch 15/20 batch 950/1184 | loss 0.002847 | elapsed 3.2 min
  train epoch 15/20 batch 1000/1184 | loss 0.002850 | elapsed 3.3 min
  train epoch 15/20 batch 1050/1184 | loss 0.002857 | elapsed 3.5 min
  train epoch 15/20 batch 1100/1184 | loss 0.002858 | elapsed 3.7 min
  train epoch 15/20 batch 1150/1184 | loss 0.002860 | elapsed 3.8 min
Epoch [15/20] LR: 2.14e-04 | Train Circle Loss: 0.002856 | Val PixelCNN Circle PSNR: 26.03 dB | Val PixelCNN Circle SSIM: 0.9788 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.04 dB @ epoch 10
  train epoch 16/20 batch 50/1184 | loss 0.002967 | elapsed 0.2 min
  train epoch 16/20 batch 100/1184 | loss 0.002881 | elapsed 0.3 min
  train epoch 16/20 batch 150/1184 | loss 0.002908 | elapsed 0.5 min
  train epoch 16/20 batch 200/1184 | loss 0.002923 | elapsed 0.7 min
  train epoch 16/20 batch 250/1184 | loss 0.002914 | elapsed 0.8 min
  train epoch 16/20 batch 300/1184 | loss 0.002901 | elapsed 1.0 min
  train epoch 16/20 batch 350/1184 | loss 0.002918 | elapsed 1.2 min
  train epoch 16/20 batch 400/1184 | loss 0.002895 | elapsed 1.3 min
  train epoch 16/20 batch 450/1184 | loss 0.002885 | elapsed 1.5 min
  train epoch 16/20 batch 500/1184 | loss 0.002883 | elapsed 1.7 min
  train epoch 16/20 batch 550/1184 | loss 0.002876 | elapsed 1.8 min
  train epoch 16/20 batch 600/1184 | loss 0.002884 | elapsed 2.0 min
  train epoch 16/20 batch 650/1184 | loss 0.002885 | elapsed 2.2 min
  train epoch 16/20 batch 700/1184 | loss 0.002876 | elapsed 2.3 min
  train epoch 16/20 batch 750/1184 | loss 0.002879 | elapsed 2.5 min
  train epoch 16/20 batch 800/1184 | loss 0.002872 | elapsed 2.7 min
  train epoch 16/20 batch 850/1184 | loss 0.002862 | elapsed 2.8 min
  train epoch 16/20 batch 900/1184 | loss 0.002854 | elapsed 3.0 min
  train epoch 16/20 batch 950/1184 | loss 0.002851 | elapsed 3.2 min
  train epoch 16/20 batch 1000/1184 | loss 0.002848 | elapsed 3.3 min
  train epoch 16/20 batch 1050/1184 | loss 0.002850 | elapsed 3.5 min
  train epoch 16/20 batch 1100/1184 | loss 0.002848 | elapsed 3.7 min
  train epoch 16/20 batch 1150/1184 | loss 0.002855 | elapsed 3.8 min
Epoch [16/20] LR: 1.55e-04 | Train Circle Loss: 0.002850 | Val PixelCNN Circle PSNR: 26.04 dB | Val PixelCNN Circle SSIM: 0.9788 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.04 dB @ epoch 16 | saved best
  train epoch 17/20 batch 50/1184 | loss 0.002814 | elapsed 0.2 min
  train epoch 17/20 batch 100/1184 | loss 0.002775 | elapsed 0.3 min
  train epoch 17/20 batch 150/1184 | loss 0.002808 | elapsed 0.5 min
  train epoch 17/20 batch 200/1184 | loss 0.002832 | elapsed 0.7 min
  train epoch 17/20 batch 250/1184 | loss 0.002846 | elapsed 0.8 min
  train epoch 17/20 batch 300/1184 | loss 0.002848 | elapsed 1.0 min
  train epoch 17/20 batch 350/1184 | loss 0.002841 | elapsed 1.2 min
  train epoch 17/20 batch 400/1184 | loss 0.002824 | elapsed 1.3 min
  train epoch 17/20 batch 450/1184 | loss 0.002833 | elapsed 1.5 min
  train epoch 17/20 batch 500/1184 | loss 0.002829 | elapsed 1.7 min
  train epoch 17/20 batch 550/1184 | loss 0.002827 | elapsed 1.8 min
  train epoch 17/20 batch 600/1184 | loss 0.002829 | elapsed 2.0 min
  train epoch 17/20 batch 650/1184 | loss 0.002825 | elapsed 2.2 min
  train epoch 17/20 batch 700/1184 | loss 0.002821 | elapsed 2.3 min
  train epoch 17/20 batch 750/1184 | loss 0.002829 | elapsed 2.5 min
  train epoch 17/20 batch 800/1184 | loss 0.002836 | elapsed 2.7 min
  train epoch 17/20 batch 850/1184 | loss 0.002834 | elapsed 2.8 min
  train epoch 17/20 batch 900/1184 | loss 0.002839 | elapsed 3.0 min
  train epoch 17/20 batch 950/1184 | loss 0.002848 | elapsed 3.2 min
  train epoch 17/20 batch 1000/1184 | loss 0.002844 | elapsed 3.3 min
  train epoch 17/20 batch 1050/1184 | loss 0.002839 | elapsed 3.5 min
  train epoch 17/20 batch 1100/1184 | loss 0.002841 | elapsed 3.7 min
  train epoch 17/20 batch 1150/1184 | loss 0.002844 | elapsed 3.8 min
Epoch [17/20] LR: 1.05e-04 | Train Circle Loss: 0.002848 | Val PixelCNN Circle PSNR: 26.06 dB | Val PixelCNN Circle SSIM: 0.9790 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.06 dB @ epoch 17 | saved best
  train epoch 18/20 batch 50/1184 | loss 0.002820 | elapsed 0.2 min
  train epoch 18/20 batch 100/1184 | loss 0.002832 | elapsed 0.3 min
  train epoch 18/20 batch 150/1184 | loss 0.002838 | elapsed 0.5 min
  train epoch 18/20 batch 200/1184 | loss 0.002836 | elapsed 0.7 min
  train epoch 18/20 batch 250/1184 | loss 0.002840 | elapsed 0.8 min
  train epoch 18/20 batch 300/1184 | loss 0.002856 | elapsed 1.0 min
  train epoch 18/20 batch 350/1184 | loss 0.002865 | elapsed 1.2 min
  train epoch 18/20 batch 400/1184 | loss 0.002864 | elapsed 1.3 min
  train epoch 18/20 batch 450/1184 | loss 0.002861 | elapsed 1.5 min
  train epoch 18/20 batch 500/1184 | loss 0.002851 | elapsed 1.7 min
  train epoch 18/20 batch 550/1184 | loss 0.002848 | elapsed 1.8 min
  train epoch 18/20 batch 600/1184 | loss 0.002842 | elapsed 2.0 min
  train epoch 18/20 batch 650/1184 | loss 0.002837 | elapsed 2.2 min
  train epoch 18/20 batch 700/1184 | loss 0.002830 | elapsed 2.3 min
  train epoch 18/20 batch 750/1184 | loss 0.002834 | elapsed 2.5 min
  train epoch 18/20 batch 800/1184 | loss 0.002836 | elapsed 2.7 min
  train epoch 18/20 batch 850/1184 | loss 0.002843 | elapsed 2.8 min
  train epoch 18/20 batch 900/1184 | loss 0.002842 | elapsed 3.0 min
  train epoch 18/20 batch 950/1184 | loss 0.002840 | elapsed 3.2 min
  train epoch 18/20 batch 1000/1184 | loss 0.002843 | elapsed 3.3 min
  train epoch 18/20 batch 1050/1184 | loss 0.002839 | elapsed 3.5 min
  train epoch 18/20 batch 1100/1184 | loss 0.002840 | elapsed 3.7 min
  train epoch 18/20 batch 1150/1184 | loss 0.002840 | elapsed 3.8 min
Epoch [18/20] LR: 6.40e-05 | Train Circle Loss: 0.002841 | Val PixelCNN Circle PSNR: 26.05 dB | Val PixelCNN Circle SSIM: 0.9788 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.06 dB @ epoch 17
  train epoch 19/20 batch 50/1184 | loss 0.002898 | elapsed 0.2 min
  train epoch 19/20 batch 100/1184 | loss 0.002863 | elapsed 0.3 min
  train epoch 19/20 batch 150/1184 | loss 0.002872 | elapsed 0.5 min
  train epoch 19/20 batch 200/1184 | loss 0.002842 | elapsed 0.7 min
  train epoch 19/20 batch 250/1184 | loss 0.002876 | elapsed 0.8 min
  train epoch 19/20 batch 300/1184 | loss 0.002876 | elapsed 1.0 min
  train epoch 19/20 batch 350/1184 | loss 0.002871 | elapsed 1.2 min
  train epoch 19/20 batch 400/1184 | loss 0.002889 | elapsed 1.3 min
  train epoch 19/20 batch 450/1184 | loss 0.002874 | elapsed 1.5 min
  train epoch 19/20 batch 500/1184 | loss 0.002851 | elapsed 1.7 min
  train epoch 19/20 batch 550/1184 | loss 0.002850 | elapsed 1.8 min
  train epoch 19/20 batch 600/1184 | loss 0.002845 | elapsed 2.0 min
  train epoch 19/20 batch 650/1184 | loss 0.002842 | elapsed 2.2 min
  train epoch 19/20 batch 700/1184 | loss 0.002850 | elapsed 2.3 min
  train epoch 19/20 batch 750/1184 | loss 0.002852 | elapsed 2.5 min
  train epoch 19/20 batch 800/1184 | loss 0.002855 | elapsed 2.7 min
  train epoch 19/20 batch 850/1184 | loss 0.002857 | elapsed 2.8 min
  train epoch 19/20 batch 900/1184 | loss 0.002856 | elapsed 3.0 min
  train epoch 19/20 batch 950/1184 | loss 0.002854 | elapsed 3.2 min
  train epoch 19/20 batch 1000/1184 | loss 0.002852 | elapsed 3.3 min
  train epoch 19/20 batch 1050/1184 | loss 0.002849 | elapsed 3.5 min
  train epoch 19/20 batch 1100/1184 | loss 0.002841 | elapsed 3.7 min
  train epoch 19/20 batch 1150/1184 | loss 0.002843 | elapsed 3.8 min
Epoch [19/20] LR: 3.42e-05 | Train Circle Loss: 0.002840 | Val PixelCNN Circle PSNR: 26.05 dB | Val PixelCNN Circle SSIM: 0.9789 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.06 dB @ epoch 17
  train epoch 20/20 batch 50/1184 | loss 0.002849 | elapsed 0.2 min
  train epoch 20/20 batch 100/1184 | loss 0.002903 | elapsed 0.3 min
  train epoch 20/20 batch 150/1184 | loss 0.002862 | elapsed 0.5 min
  train epoch 20/20 batch 200/1184 | loss 0.002873 | elapsed 0.7 min
  train epoch 20/20 batch 250/1184 | loss 0.002859 | elapsed 0.8 min
  train epoch 20/20 batch 300/1184 | loss 0.002844 | elapsed 1.0 min
  train epoch 20/20 batch 350/1184 | loss 0.002858 | elapsed 1.2 min
  train epoch 20/20 batch 450/1184 | loss 0.002864 | elapsed 1.5 min
  train epoch 20/20 batch 500/1184 | loss 0.002860 | elapsed 1.7 min
  train epoch 20/20 batch 550/1184 | loss 0.002851 | elapsed 1.8 min
  train epoch 20/20 batch 600/1184 | loss 0.002842 | elapsed 2.0 min
  train epoch 20/20 batch 650/1184 | loss 0.002839 | elapsed 2.2 min
  train epoch 20/20 batch 700/1184 | loss 0.002842 | elapsed 2.3 min
  train epoch 20/20 batch 750/1184 | loss 0.002834 | elapsed 2.5 min
  train epoch 20/20 batch 800/1184 | loss 0.002834 | elapsed 2.7 min
  train epoch 20/20 batch 850/1184 | loss 0.002838 | elapsed 2.8 min
  train epoch 20/20 batch 900/1184 | loss 0.002838 | elapsed 3.0 min
  train epoch 20/20 batch 950/1184 | loss 0.002844 | elapsed 3.2 min
  train epoch 20/20 batch 1000/1184 | loss 0.002843 | elapsed 3.4 min
  train epoch 20/20 batch 1050/1184 | loss 0.002843 | elapsed 3.5 min
  train epoch 20/20 batch 1100/1184 | loss 0.002840 | elapsed 3.7 min
  train epoch 20/20 batch 1150/1184 | loss 0.002842 | elapsed 3.9 min
Epoch [20/20] LR: 1.61e-05 | Train Circle Loss: 0.002838 | Val PixelCNN Circle PSNR: 26.05 dB | Val PixelCNN Circle SSIM: 0.9788 
| Val ACNNP Triangle PSNR: 33.54 dB | Train Batches: 1184 | Val Batches: 64 | Epoch Time: 4.2 min | Best Circle: 26.06 dB @ epoch 17
Best PixelCNN weights saved to 'pixelcnn_predictor.pth'
Training complete. Use 'pixelcnn_predictor.pth' for PixelCNN inference.
(venv) PS C:\Users\ctlab\tomoka> python inference.py
[ACNNP Circle -> Triangle] PSNR: 35.53 dB | SSIM: 0.9960
[PixelCNN Circle -> Circle] PSNR: 28.70 dB | SSIM: 0.9813
Results saved in inference_results\improvement_v1/
